X,TMDBID,title,releaseDate,rating,num_rating,stars,star1,star2,star3,star4,star5,director,runtime,genres,production,country,budget,revenue,date,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,ScienceFiction,Thriller,War,Western
113,11780,Rob Roy,4/13/95,6.4,55,"['Liam Neeson', 'Jessica Lange', 'John Hurt', 'Tim Roth', 'Eric Stoltz']",Liam Neeson,Jessica Lange,John Hurt,Tim Roth,Eric Stoltz,Michael Caton-Jones,139,['Adventure'],United Artists,United States of America,28000000,31596911,4/13/95,1995,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
115,414,Batman Forever,5/31/95,5.2,700,"['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey', 'Nicole Kidman', ""Chris O'Donnell""]",Val Kilmer,Tommy Lee Jones,Jim Carrey,Nicole Kidman,Chris O'Donnell,Joel Schumacher,121,['Fantasy'],Warner Bros.,United Kingdom,100000000,336529144,5/31/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
117,5894,Blue in the Face,9/15/95,7,6,"['Lou Reed', 'Michael J. Fox', 'Roseanne Barr', 'Mel Gorham', 'Jim Jarmusch']",Lou Reed,Michael J. Fox,Roseanne Barr,Mel Gorham,Jim Jarmusch,Wayne Wang,83,['Comedy'],Miramax Films,United States of America,2000000,1275000,9/15/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
118,1775,Canadian Bacon,6/8/95,5.1,13,"['John Candy', 'Alan Alda', 'Rhea Perlman', 'Kevin Pollak', 'Rip Torn']",John Candy,Alan Alda,Rhea Perlman,Kevin Pollak,Rip Torn,Michael Moore,91,"['Action', 'Comedy']",PolyGram Filmed Entertainment,Canada,11000000,178104,6/8/95,1995,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
119,8839,Casper,5/26/95,5.9,427,"['Christina Ricci', 'Bill Pullman', 'Cathy Moriarty', 'Eric Idle', 'Joe Nipote']",Christina Ricci,Bill Pullman,Cathy Moriarty,Eric Idle,Joe Nipote,Brad Silberling,100,"['Fantasy', 'Comedy', 'Family']",Universal Pictures,United States of America,50000000,287928194,5/26/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121,10329,Congo,6/9/95,4.6,76,"['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry', 'Grant Heslov']",Laura Linney,Dylan Walsh,Ernie Hudson,Tim Curry,Grant Heslov,Frank Marshall,109,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",Paramount Pictures,United States of America,50000000,1.52E+08,6/9/95,1995,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
122,8963,Crimson Tide,5/12/95,6.7,219,"['Gene Hackman', 'Denzel Washington', 'Viggo Mortensen', 'James Gandolfini', 'Matt Craven']",Gene Hackman,Denzel Washington,Viggo Mortensen,James Gandolfini,Matt Craven,Tony Scott,116,"['Action', 'Thriller', 'Drama']",Hollywood Pictures,United States of America,53000000,157387195,5/12/95,1995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
124,8068,Desperado,8/25/95,6.7,391,"['Antonio Banderas', 'Salma Hayek', 'Joaquim de Almeida', 'Cheech Marin', 'Steve Buscemi']",Antonio Banderas,Salma Hayek,Joaquim de Almeida,Cheech Marin,Steve Buscemi,Robert Rodriguez,104,"['Thriller', 'Action', 'Crime']",Columbia Pictures,United States of America,7000000,25405445,8/25/95,1995,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
125,8512,Devil in a Blue Dress,9/15/95,6.2,27,"['Denzel Washington', 'Tom Sizemore', 'Jennifer Beals', 'Don Cheadle', 'Maury Chaykin']",Denzel Washington,Tom Sizemore,Jennifer Beals,Don Cheadle,Maury Chaykin,Carl Franklin,102,"['Drama', 'Mystery', 'Thriller']",TriStar Pictures,United States of America,27000000,16140822,9/15/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
126,1572,Die Hard: With a Vengeance,5/15/95,6.7,1188,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene', 'Colleen Camp']",Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,Colleen Camp,John McTiernan,128,"['Action', 'Thriller']",Twentieth Century Fox Film Corporation,United States of America,90000000,361212499,5/15/95,1995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
128,6520,First Knight,7/7/95,5.9,129,"['Sean Connery', 'Richard Gere', 'Julia Ormond', 'Ben Cross', 'Liam Cunningham']",Sean Connery,Richard Gere,Julia Ormond,Ben Cross,Liam Cunningham,Jerry Zucker,134,"['Action', 'Adventure', 'Drama', 'Romance']",Columbia Pictures Corporation,United States of America,55000000,127600435,7/7/95,1995,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
130,10428,Hackers,9/14/95,6.3,196,"['Jonny Lee Miller', 'Angelina Jolie', 'Jesse Bradford', 'Matthew Lillard', 'Renoly Santiago']",Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard,Renoly Santiago,Iain Softley,107,"['Action', 'Crime', 'Thriller', 'Drama']",Metro-Goldwyn-Mayer (MGM),United States of America,20000000,7563728,9/14/95,1995,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
132,9886,Johnny Mnemonic,5/26/95,5.3,144,"['Keanu Reeves', 'Dina Meyer', 'Takeshi Kitano', 'Ice-T', 'Dolph Lundgren']",Keanu Reeves,Dina Meyer,Takeshi Kitano,Ice-T,Dolph Lundgren,Robert Longo,97,"['Adventure', 'Action', 'Drama', 'Science Fiction', 'Thriller']",TriStar Pictures,Canada,26000000,19075720,5/26/95,1995,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
133,9482,Judge Dredd,6/30/95,5.2,268,"['Sylvester Stallone', 'Diane Lane', 'Armand Assante', 'Rob Schneider', 'J?rgen Prochnow']",Sylvester Stallone,Diane Lane,Armand Assante,Rob Schneider,J?rgen Prochnow,Danny Cannon,96,['Science Fiction'],Hollywood Pictures,United States of America,90000000,113493481,6/30/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,9344,Kids,7/28/95,6.6,98,"['Leo Fitzpatrick', 'Rosario Dawson', 'Chlo? Sevigny', 'Justin Pierce', 'Sajan Bhagat']",Leo Fitzpatrick,Rosario Dawson,Chlo? Sevigny,Justin Pierce,Sajan Bhagat,Larry Clark,91,"['Drama', 'Crime']",Miramax Films,United States of America,1500000,7412216,7/28/95,1995,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,9071,Living in Oblivion,1/20/95,6.5,18,"['Steve Buscemi', 'Catherine Keener', 'Dermot Mulroney', 'James Le Gros', 'Peter Dinklage']",Steve Buscemi,Catherine Keener,Dermot Mulroney,James Le Gros,Peter Dinklage,Tom DiCillo,89,"['Drama', 'Comedy']",JDI productions,United States of America,500000,1148752,1/20/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,2293,Mallrats,10/20/95,6.8,168,"['Jason Lee', 'Jeremy London', 'Shannen Doherty', 'Claire Forlani', 'Ben Affleck']",Jason Lee,Jeremy London,Shannen Doherty,Claire Forlani,Ben Affleck,Kevin Smith,94,"['Romance', 'Comedy']",Gramercy Pictures,United States of America,6000000,2,10/20/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
141,9070,Mighty Morphin Power Rangers: The Movie,6/30/95,5.4,60,"['Jason David Frank', 'Karan Ashley', 'Johnny Yong Bosch', 'Steve Cardenas', 'Amy Jo Johnson']",Jason David Frank,Karan Ashley,Johnny Yong Bosch,Steve Cardenas,Amy Jo Johnson,Bryan Spicer,92,"['Fantasy', 'Science Fiction', 'Family', 'Action', 'Adventure']",20th Century Fox,Japan,15000000,6.60E+07,6/30/95,1995,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,1642,The Net,7/28/95,5.6,170,"['Sandra Bullock', 'Jeremy Northam', 'Dennis Miller', 'Wendy Gazelle', 'Ken Howard']",Sandra Bullock,Jeremy Northam,Dennis Miller,Wendy Gazelle,Ken Howard,Irwin Winkler,114,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Action']",Columbia Pictures,United States of America,22000000,110627965,7/28/95,1995,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
147,36196,Party Girl,6/9/95,4.6,6,"['Parker Posey', 'Liev Schreiber', 'Anthony DeSando', 'Guillermo D?az', 'Donna Mitchell']",Parker Posey,Liev Schreiber,Anthony DeSando,Guillermo D?az,Donna Mitchell,Daisy von Scherler Mayer,94,['Comedy'],Party Productions,United States of America,150000,472370,6/9/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
148,11980,The Prophecy,9/1/95,6.2,36,"['Christopher Walken', 'Elias Koteas', 'Virginia Madsen', 'Eric Stoltz', 'Adam Goldberg']",Christopher Walken,Elias Koteas,Virginia Madsen,Eric Stoltz,Adam Goldberg,Gregory Widen,98,"['Fantasy', 'Horror', 'Thriller']",Dimension Films,United States of America,8,16,9/1/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
150,10533,The Scarlet Letter,10/13/95,5.4,48,"['Demi Moore', 'Gary Oldman', 'Robert Duvall', 'Robert Prosky', 'Edward Hardwicke']",Demi Moore,Gary Oldman,Robert Duvall,Robert Prosky,Edward Hardwicke,Roland Joff?,135,"['Drama', 'History', 'Romance']",Hollywood Pictures,United States of America,50000000,10382407,10/13/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
151,10802,Showgirls,9/22/95,5.1,83,"['Elizabeth Berkley', 'Kyle MacLachlan', 'Gina Gershon', 'Glenn Plummer', 'Bobbie Phillips']",Elizabeth Berkley,Kyle MacLachlan,Gina Gershon,Glenn Plummer,Bobbie Phillips,Paul Verhoeven,128,['Drama'],United Artists,France,45000000,20350754,9/22/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
152,10149,Smoke,6/9/95,6.8,34,"['Harvey Keitel', 'William Hurt', 'Giancarlo Esposito', 'Jos? Z??iga', 'Stephen Gevedon']",Harvey Keitel,William Hurt,Giancarlo Esposito,Jos? Z??iga,Stephen Gevedon,Paul Auster,112,"['Comedy', 'Drama']",Miramax Films,Germany,7000000,8349430,6/9/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
154,9348,Species,7/7/95,5.2,171,"['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen', 'Alfred Molina', 'Forest Whitaker']",Natasha Henstridge,Ben Kingsley,Michael Madsen,Alfred Molina,Forest Whitaker,Roger Donaldson,108,"['Science Fiction', 'Horror', 'Action']",Metro-Goldwyn-Mayer (MGM),United States of America,35000000,1.13E+08,7/7/95,1995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
155,281,Strange Days,10/13/95,6.5,116,"['Ralph Fiennes', 'Angela Bassett', 'Tom Sizemore', 'Juliette Lewis', ""Vincent D'Onofrio""]",Ralph Fiennes,Angela Bassett,Tom Sizemore,Juliette Lewis,Vincent D'Onofrio,Kathryn Bigelow,145,"['Action', 'Drama', 'Crime', 'Science Fiction', 'Thriller']",20th Century Fox,United States of America,42000000,7959291,10/13/95,1995,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
160,3512,Under Siege 2 - Dark Territory,7/13/95,5.6,74,"['Steven Seagal', 'Eric Bogosian', 'Everett McGill', 'Katherine Heigl', 'Morris Chestnut']",Steven Seagal,Eric Bogosian,Everett McGill,Katherine Heigl,Morris Chestnut,Geoff Murphy,100,"['Action', 'Thriller']",Regency Enterprises,United States of America,60000000,104324083,7/13/95,1995,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
161,9560,A Walk in the Clouds,8/11/95,6.4,68,"['Keanu Reeves', 'Anthony Quinn', 'Giancarlo Giannini', 'Ang?lica Arag?n', 'Freddy Rodr?guez']",Keanu Reeves,Anthony Quinn,Giancarlo Giannini,Ang?lica Arag?n,Freddy Rodr?guez,Alfonso Ar?u,103,"['Drama', 'Romance']",20th Century Fox,Mexico,20000000,50008143,8/11/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
162,9804,Waterworld,7/28/95,5.7,437,"['Kevin Costner', 'Chaim Girafi', 'Rick Aviles', 'R. D. Call', 'Zitto Kazann']",Kevin Costner,Chaim Girafi,Rick Aviles,R. D. Call,Zitto Kazann,Kevin Costner,135,"['Adventure', 'Action']",Universal Pictures,United States of America,175000000,264218220,7/28/95,1995,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
166,50797,Burnt by the Sun,8/31/94,4.7,15,"['Nikita Mikhalkov', 'Oleg Menshikov', 'Ingeborga Dapkunaite', 'Vyacheslav Tikhonov', 'Nadezhda Mikhalkova']",Nikita Mikhalkov,Oleg Menshikov,Ingeborga Dapkunaite,Vyacheslav Tikhonov,Nadezhda Mikhalkova,Nikita Mikhalkov,135,"['Drama', 'History']",Canal+,Russia,2800000,2616503,8/31/94,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
168,76,Before Sunrise,1/27/95,7.5,412,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno P?schl', 'Karl Bruckschwaiger']",Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno P?schl,Karl Bruckschwaiger,Richard Linklater,105,"['Drama', 'Romance']",Detour Film Production,Austria,2500000,5535405,1/27/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
169,11017,Billy Madison,2/10/95,6.1,180,"['Adam Sandler', 'Darren McGavin', 'Bridgette Wilson', 'Bradley Whitford', 'Josh Mostel']",Adam Sandler,Darren McGavin,Bridgette Wilson,Bradley Whitford,Josh Mostel,Tamra Davis,89,['Comedy'],Jack Giarraputo Productions,United States of America,10000000,26488734,2/10/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
171,9382,Boys on the Side,2/3/95,5.7,21,"['Whoopi Goldberg', 'Mary-Louise Parker', 'Drew Barrymore', 'Matthew McConaughey', 'James Remar']",Whoopi Goldberg,Mary-Louise Parker,Drew Barrymore,Matthew McConaughey,James Remar,Herbert Ross,115,"['Comedy', 'Drama']",Warner Bros. Pictures,France,21000000,23450000,2/3/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
175,2292,Clerks,9/13/94,7.2,279,"[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes', 'Kevin Smith', 'Lisa Spoonhauer']",Brian O'Halloran,Jeff Anderson,Jason Mewes,Kevin Smith,Lisa Spoonhauer,Kevin Smith,92,['Comedy'],Miramax Films,United States of America,27000,3151130,9/13/94,1994,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
176,1909,Don Juan DeMarco,10/1/94,6.1,72,"['Johnny Depp', 'Marlon Brando', 'Faye Dunaway', 'G?raldine Pailhas', 'Bob Dishy']",Johnny Depp,Marlon Brando,Faye Dunaway,G?raldine Pailhas,Bob Dishy,Jeremy Leven,97,"['Romance', 'Drama', 'Comedy']",New Line Cinema,United States of America,25000000,22200000,10/1/94,1994,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
177,8984,Disclosure,12/9/94,5.8,84,"['Michael Douglas', 'Demi Moore', 'Donald Sutherland', 'Dylan Baker', 'Jacqueline Kim']",Michael Douglas,Demi Moore,Donald Sutherland,Dylan Baker,Jacqueline Kim,Barry Levinson,123,"['Drama', 'Thriller', 'Crime', 'Mystery', 'Romance']",Warner Bros.,United States of America,55000000,214015089,12/9/94,1994,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
183,8467,Dumb and Dumber,12/16/94,6.5,740,"['Jim Carrey', 'Jeff Daniels', 'Lauren Holly', 'Mike Starr', 'Karen Duffy']",Jim Carrey,Jeff Daniels,Lauren Holly,Mike Starr,Karen Duffy,Bobby Farrelly,107,['Comedy'],New Line Cinema,United States of America,17000000,247275374,12/16/94,1994,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
185,522,Ed Wood,9/27/94,7.1,241,"['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette', 'Jeffrey Jones']",Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,Jeffrey Jones,Tim Burton,127,"['Comedy', 'Drama', 'History']",Touchstone Pictures,United States of America,18000000,5887457,9/27/94,1994,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
190,27303,Hideaway,3/3/95,4.6,6,"['Jeff Goldblum', 'Christine Lahti', 'Alicia Silverstone', 'Jeremy Sisto', 'Alfred Molina']",Jeff Goldblum,Christine Lahti,Alicia Silverstone,Jeremy Sisto,Alfred Molina,Brett Leonard,103,"['Drama', 'Thriller']",TriStar Pictures,United States of America,15000000,12201255,3/3/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
194,1024,Heavenly Creatures,9/2/94,6.6,84,"['Melanie Lynskey', 'Kate Winslet', 'Sarah Peirse', ""Simon O'Connor"", 'Diana Kent']",Melanie Lynskey,Kate Winslet,Sarah Peirse,Simon O'Connor,Diana Kent,Peter Jackson,99,"['Drama', 'Fantasy']",WingNut Films,New Zealand,5000000,3049135,9/2/94,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
199,628,Interview with the Vampire,11/11/94,6.9,660,"['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst', 'Antonio Banderas', 'Christian Slater']",Brad Pitt,Tom Cruise,Kirsten Dunst,Antonio Banderas,Christian Slater,Neil Jordan,123,"['Horror', 'Romance']",Warner Bros. Pictures,United States of America,60000000,223664608,11/11/94,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
200,87729,Jefferson in Paris,3/31/95,5.3,3,"['Nick Nolte', 'Greta Scacchi', 'Thandie Newton', 'Gwyneth Paltrow', 'Jean-Pierre Aumont']",Nick Nolte,Greta Scacchi,Thandie Newton,Gwyneth Paltrow,Jean-Pierre Aumont,James Ivory,139,"['Drama', 'Romance']",Merchant Ivory Productions,United States of America,14000000,2474000,3/31/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
202,6280,Junior,11/22/94,4.5,150,"['Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson', 'Frank Langella', 'Pamela Reed']",Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella,Pamela Reed,Ivan Reitman,109,"['Comedy', 'Romance']",Universal Pictures,United States of America,60000000,108,11/22/94,1994,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
210,4476,Legends of the Fall,12/16/94,7,312,"['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn', 'Julia Ormond', 'Henry Thomas']",Brad Pitt,Anthony Hopkins,Aidan Quinn,Julia Ormond,Henry Thomas,Edward Zwick,133,"['Drama', 'Western', 'War', 'Romance']",Bedford Falls Productions,United States of America,30000000,160638883,12/16/94,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
213,28313,Losing Isaiah,3/17/95,6.8,11,"['Jessica Lange', 'Halle Berry', 'David Strathairn', 'Samuel L. Jackson', 'Cuba Gooding Jr.']",Jessica Lange,Halle Berry,David Strathairn,Samuel L. Jackson,Cuba Gooding Jr.,Stephen Gyllenhaal,106,['Drama'],Paramount Pictures,United States of America,17000000,7603766,3/17/95,1995,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
215,3036,Frankenstein,11/4/94,5.9,93,"['Robert De Niro', 'Kenneth Branagh', 'Tom Hulce', 'Helena Bonham Carter', 'Aidan Quinn']",Robert De Niro,Kenneth Branagh,Tom Hulce,Helena Bonham Carter,Aidan Quinn,Kenneth Branagh,123,"['Drama', 'Horror', 'Science Fiction', 'Romance']",American Zoetrope,United Kingdom,45000000,1.12E+08,11/4/94,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
219,17402,Miami Rhapsody,1/27/95,5,2,"['Sarah Jessica Parker', 'Antonio Banderas', 'Mia Farrow', 'Gil Bellows', 'Kevin Pollak']",Sarah Jessica Parker,Antonio Banderas,Mia Farrow,Gil Bellows,Kevin Pollak,David Frankel,95,"['Comedy', 'Romance']",Hollywood Pictures,United States of America,6,5,1/27/95,1995,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
224,241,Natural Born Killers,8/25/94,6.8,388,"['Woody Harrelson', 'Juliette Lewis', 'Robert Downey Jr.', 'Tommy Lee Jones', 'Tom Sizemore']",Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore,Oliver Stone,119,"['Crime', 'Thriller', 'Drama']",Regency Enterprises,United States of America,34000000,50282766,8/25/94,1994,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
226,527,Once Were Warriors,9/2/94,7.5,31,"['Rena Owen', 'Temuera Morrison', 'Mamaengaroa Kerr-Bell', 'Julian Arahanga', 'Taungaroa Emile']",Rena Owen,Temuera Morrison,Mamaengaroa Kerr-Bell,Julian Arahanga,Taungaroa Emile,Lee Tamahori,99,['Drama'],Avalon Studios,New Zealand,1,6,9/2/94,1994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
