,TMDBID,language,keyword1,keyword2,keyword3,art1,art2,sound1,sound2,producer1,producer2,producer3
4643,21052.0,en,prison,robbery,vandalism,NA,NA,Mark Oliver Everett,NA,NA,NA,NA
4644,7294.0,fi,trailer park,amnesia,helsinki,NA,NA,NA,NA,Aki Kaurism?ki,NA,NA
4645,9506.0,en,penalty,nudity,therapist,NA,NA,Teddy Castellucci,NA,Barry Bernardi,Allen Covert,Todd Garner
4646,14290.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4647,2662.0,en,herrschaftliche residenz,halloween,psychopath,Gregg Gibbs,Michael Krantz,Rob Zombie,Scott Humphrey,Andy Gould,Dean E. Fronk,Donald Paul Pemrick
4648,12093.0,sv,herrschaftliche residenz,halloween,psychopath,Gregg Gibbs,Michael Krantz,Rob Zombie,Scott Humphrey,Andy Gould,Dean E. Fronk,Donald Paul Pemrick
4649,42383.0,sv,herrschaftliche residenz,halloween,psychopath,Gregg Gibbs,Michael Krantz,Rob Zombie,Scott Humphrey,Andy Gould,Dean E. Fronk,Donald Paul Pemrick
4650,11817.0,en,monk,homeless person,injection,NA,NA,Eric Serra,NA,Terence Chang,Gotham Chopra,Charles Roven
4651,24621.0,en,woman director,NA,NA,NA,NA,NA,NA,NA,NA,NA
4652,13370.0,en,mockumentary,folk singer,NA,Joseph T. Garrity,Pat Tagliaferro,NA,NA,Karen Murphy,Donna E. Bloom,NA
4653,8326.0,en,curse,suitor,false accusations,Maher Ahmad,NA,Joel McNeely,NA,Andrew Davis,Mike Medavoy,NA
4654,13411.0,en,street gang,los angeles,NA,NA,NA,NA,NA,NA,NA,NA
4655,11516.0,fr,ocean,lake,bird,NA,NA,Bruno Coulais,NA,Christophe Barratier,NA,NA
4656,10180.0,da,barcelona spain,denmark,male friendship,NA,NA,Bent Fabricius-Bjerre,Jeppe Kaas,Michael Bille Frandsen,Kim Magnusson,Tivi Magnusson
4657,994.0,en,england,rape,country life,Ray Simm,Ken Bridgeman,Jerry Fielding,NA,Daniel Melnick,Miriam Brickman,NA
4658,66918.0,en,helicopter,grasshopper,police,Walter E. Keller,NA,Albert Glasser,NA,Bert I. Gordon,NA,NA
4659,10514.0,en,nasa,new mexico,biological weapon,Boris Leven,William H. Tuntke,Gil Melle,NA,Robert Wise,NA,NA
4660,14237.0,en,videogame,pretended murder,hypnosis,Paola Ridolfi,NA,George S. Clinton,NA,Michel Roy,NA,NA
4661,1714.0,en,totalitarian regime,dystopia,book burning,Syd Cain,NA,Bernard Herrmann,Norman Wanstall,Lewis M. Allen,NA,NA
4662,9930.0,en,court case,client,lawyer,NA,NA,Elmer Bernstein,NA,Ivan Reitman,Michael C. Gross,Joe Medjuck
4663,107569.0,en,court case,client,lawyer,NA,NA,Elmer Bernstein,NA,Ivan Reitman,Michael C. Gross,Joe Medjuck
4664,16651.0,en,court case,client,lawyer,NA,NA,Elmer Bernstein,NA,Ivan Reitman,Michael C. Gross,Joe Medjuck
4665,57565.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4666,108553.0,en,hotel room,police,salesman,Jeannine Oppewall,NA,Jack Elliott,NA,Don Miller,David V. Lester,Marci Liroff
4667,12661.0,en,baby,agentin,arms dealer,NA,NA,David Newman,NA,Andrew Bergman,Mike Lobell,Herbert Ross
4668,29355.0,en,american football,coach,sports film,NA,NA,James Newton Howard,NA,Goldie Hawn,Anthea Sylbert,NA
4669,24961.0,en,melancholy,little dog,based on a stage musical based on a film,Tony Walton,NA,Charlie Smalls,NA,Rob Cohen,Kenneth Harper,Berry Gordy
4670,47762.0,en,NA,NA,NA,Pato Guzman,Steven J. Jordan,Marc Shaiman,NA,Joy Todd,Pato Guzman,Paul Mazursky
4671,10743.0,en,grifter,con,big con,William Arnold,Maria Nay,Christophe Beck,Thomas Brandau,Scott Bernstein,Michael Burns,Marc Butan
4672,2832.0,en,weather,multiple character,scream,Mark Friedberg,Jess Gonchor,Alan Silvestri,NA,Stuart M. Besser,Cathy Konrad,Dixie J. Capp
4673,19153.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
4674,31932.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4675,38868.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4676,15098.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
4677,11458.0,en,drug addiction,press,release from prison,NA,NA,Terence Blanchard,NA,Michael Nozik,NA,NA
4678,16636.0,en,drug addiction,press,release from prison,NA,NA,Terence Blanchard,NA,Michael Nozik,NA,NA
4679,18736.0,en,drug addiction,press,release from prison,NA,NA,Terence Blanchard,NA,Michael Nozik,NA,NA
4680,36658.0,en,mutant,marvel comic,superhuman,Guy Hendrix Dyas,Geoff Hubbard,John Ottman,Michael Herbick,Lauren Shuler Donner,Ralph Winter,Roger Mussenden
4681,20689.0,en,suspense,indie,NA,NA,NA,NA,NA,NA,NA,NA
4682,15394.0,en,female nudity,gambling,casino,Taavo Soodor,Diana Magnus,Richard Grassby-Lewis,The Insects,Alessandro Camon,Andr?s H?mori,Seaton McLean
4683,10708.0,en,competition,success,kindergarden,NA,NA,David Newman,NA,Matt Berenson,John Davis,Wyck Godfrey
4684,22016.0,en,poet,suspense,gangster,NA,NA,NA,NA,Philippe Carcassonne,NA,NA
4685,85472.0,en,woman director,NA,NA,NA,NA,NA,NA,Roger Friedman,Bob Weinstein,Harvey Weinstein
4686,10989.0,en,longing,unwillingly pregnant,pregnancy,NA,NA,Einar ?rn Benediktsson,Damon Albarn,Barbara Broccoli,Michael G. Wilson,NA
4687,1816.0,en,childhood memory,musical,stage show,Patrizia von Brandenstein,John Dapper,Jonathan Bates,NA,Cy Feuer,Ernest H. Martin,Julie Hughes
4688,17667.0,en,disc jockey,rap,hip-hop,NA,NA,NA,NA,David V. Picker,NA,NA
4689,17464.0,en,breakdance,sequel,NA,Joseph T. Garrity,Pat Tagliaferro,Michael Linn,NA,Yoram Globus,Menahem Golan,Pieter Jan Brugge
4690,15259.0,en,dancing,rap,hip-hop,NA,NA,NA,NA,NA,NA,NA
4691,10515.0,ja,flying,mine,magic,Toshio Nozaki,Nizou Yamamoto,Joe Hisaishi,NA,Isao Takahata,Yasuyoshi Tokuma,Todd Olsson
4692,43232.0,en,affair,libel,NA,NA,NA,NA,NA,NA,NA,NA
4693,22201.0,en,affair,libel,NA,NA,NA,NA,NA,NA,NA,NA
4694,11424.0,en,affair,libel,NA,NA,NA,NA,NA,NA,NA,NA
4695,34857.0,en,musical,shakespeare adaptation,broadway show,NA,NA,NA,NA,NA,NA,NA
4696,604.0,en,saving the world,artificial intelligence,man versus machine,Owen Paterson,Hugh Bateup,Don Davis,Richard Adrian,Joel Silver,Mali Finn,Shauna Wolifson
4697,55616.0,en,dracula,indie,NA,NA,NA,NA,NA,Vonnie Von Helmolt,NA,NA
4698,10720.0,en,sex,journalist,empowerment,Andrew Laws,Martin Whist,Marc Shaiman,NA,Paddy Cullen,Arnon Milchan,Bruce Cohen
4699,1555.0,fr,paris,barcelona spain,alcohol,Fran?ois Emmanuelli,NA,Cyril Moisson,NA,Bruno Levy,Pep Armengol,Lucy Boulting
4700,33875.0,ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4701,310.0,en,christianity,moon,responsability,Joe Chenier,James Nedza,John Debney,Julie Feiner,Junie Lowry-Johnson,Ron Surma,Roger Birnbaum
4702,5146.0,en,cia,NA,NA,Andrew McAlpine,NA,Klaus Badelt,James S. Levine,Bill Gerber,Elie Samaha,Joel Simon
4703,30055.0,en,NA,NA,NA,NA,NA,NA,NA,Shirley Moyers,NA,NA
4704,12.0,en,predator,pixar animated,harbor,Ralph Eggleston,Greg Dykstra,Thomas Newman,Steve Slanec,Graham Walters,John Lasseter,Jinko Gotoh
4705,9654.0,en,venice,california,train station,Charles Wood,NA,John Powell,NA,Tim Bevan,Donald De Line,Jim Dyer
4706,9902.0,en,life and death,death of a friend,parts of dead body,Alicia Keywan,Elis Y. Lam,Elia Cmiral,Denis Bellingham,Erik Feig,Brian J. Gilbert,Robert Kulzer
4707,2260.0,en,sexual abuse,middle class,child pornography,NA,NA,Andrea Morricone,Ira Spiegel,Andrew Jarecki,Marc Smerling,Richard Hankin
4708,18385.0,en,sexual abuse,middle class,child pornography,NA,NA,Andrea Morricone,Ira Spiegel,Andrew Jarecki,Marc Smerling,Richard Hankin
4709,584.0,en,sexual abuse,middle class,child pornography,NA,NA,Andrea Morricone,Ira Spiegel,Andrew Jarecki,Marc Smerling,Richard Hankin
4710,1088.0,en,ocean,loss of mother,tradition,NA,NA,Lisa Gerrard,NA,John Barnett,Tim Sanders,Frank H?bner
4711,47423.0,cn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4712,49798.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4713,43239.0,en,musical,song and dance,cheesecake,NA,NA,NA,NA,NA,NA,NA
4714,32140.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4715,14676.0,en,ritual,aristocrat,bear attack,Philip Barber,NA,Leonard Rosenman,NA,Sandy Howard,Frank Brill,NA
4716,26593.0,en,sheriff,texas,traitor,Robert Emmet Smith,NA,Jerry Goldsmith,NA,Howard Hawks,Paul Helmick,Hoyt Bowers
4717,38720.0,en,hotel room,embassy,olympics,NA,NA,NA,NA,Sol C. Siegel,NA,NA
4718,38732.0,en,oregon,settler,missouri,Bernard Herzbrun,Nathan H. Juran,Hans J. Salter,NA,Frank Cleaver,Aaron Rosenberg,NA
4719,15462.0,en,car wash,NA,NA,NA,NA,NA,NA,NA,NA,NA
4720,22386.0,en,vacation,millionare,NA,NA,NA,NA,NA,NA,NA,NA
4721,43828.0,en,deputy,?lawman?,NA,Jack Otterson,NA,Frank Skinner,NA,Islin Auster,Joe Pasternak,NA
4722,11145.0,en,rodeo,horse,doping,NA,NA,Dave Grusin,NA,Ray Stark,NA,NA
4723,29586.0,en,rodeo,horse,doping,NA,NA,Dave Grusin,NA,Ray Stark,NA,NA
4724,12629.0,en,rodeo,horse,doping,NA,NA,Dave Grusin,NA,Ray Stark,NA,NA
4725,21027.0,en,widower,virginia,NA,Alexander Golitzen,Alfred Sweeney,Frank Skinner,NA,Robert Arthur,NA,NA
4726,37264.0,en,radio program,chicago illinois,talk radio,Jeffrey Townsend,Daniel Loren May,Brad Fiedel,Dolly Parton,Carol Baum,Fred Berner,Robert Chartoff
4727,11890.0,en,honesty,business man,NA,NA,NA,Elmer Bernstein,NA,Leslie Belzberg,NA,NA
4728,36807.0,en,college,basketball,dying man,NA,NA,NA,NA,David Hoberman,NA,NA
4729,18721.0,en,gold,cattle,klondike,Alexander Golitzen,Bernard Herzbrun,Henry Mancini,Hans J. Salter,Aaron Rosenberg,NA,NA
4730,37662.0,en,railway car,father,children,NA,NA,NA,NA,NA,NA,NA
4731,11916.0,en,gunslinger,mexico,french,NA,NA,Ennio Morricone,NA,Carroll Case,Martin Rackin,NA
4732,14551.0,en,robbery,showdown,horseback riding,Bernard Herzbrun,Nathan H. Juran,Leslie I. Carey,Richard DeWeese,Aaron Rosenberg,Dewey Starkey,NA
4733,51426.0,en,world war ii,marines,NA,William Wallace,NA,NA,NA,NA,NA,NA
4734,26317.0,ru,NA,NA,NA,NA,NA,NA,NA,Star Mishkel-Eneva,NA,NA
4735,43490.0,en,ambush,japanese,world war ii,NA,NA,NA,NA,NA,NA,NA
4736,8092.0,en,single parent,jealousy,opression,Stephen J. Lineweaver,Sandy Cochrane,Carter Burwell,NA,Art Linson,Rachel Abroms,Owens Hill
4737,18200.0,en,spy,d-day,NA,NA,NA,NA,NA,NA,NA,NA
4738,32087.0,en,spy,d-day,NA,NA,NA,NA,NA,NA,NA,NA
4739,290.0,en,spy,d-day,NA,NA,NA,NA,NA,NA,NA,NA
4740,11463.0,en,world war ii,nazis,winston churchill,Maurice Carter,Bert Davey,Ron Goodwin,NA,Benjamin Fisz,Harry Saltzman,Maude Spector
4741,2470.0,en,jealousy,tango,marriage,NA,NA,Antoine Duhamel,NA,NA,NA,NA
4742,42640.0,en,mississippi,wagon train,NA,NA,NA,R.H. Bassett,Peter Brunelli,Winfield R. Sheehan,NA,NA
4743,30462.0,en,renegade,texas ranger,gambler,Jack Martin Smith,Alfred Ybarra,Elmer Bernstein,NA,George Sherman,NA,NA
4744,1403.0,en,indian,apache,intermarriage,Alfred Ybarra,Victor A. Gangelin,Neal Hefti,NA,Fred Engel,Ralph Nelson,NA
4745,10243.0,en,thirst,sahara,crew,NA,NA,Frank De Vol,NA,Robert Aldrich,NA,NA
4746,42541.0,en,new york,business,financial,NA,NA,NA,NA,NA,NA,NA
4747,37103.0,en,world war ii,religion,pacific island,Stephen B. Grimes,NA,Georges Auric,NA,E. Maurice Adler,Eugene Frenke,NA
4748,46059.0,en,theft,diamond heist,jewel thief,NA,NA,Quincy Jones,NA,Hal Landers,Bobby Roberts,NA
4749,40085.0,en,mississippi,heat,summer,NA,NA,NA,NA,NA,NA,NA
4750,47684.0,en,NA,NA,NA,NA,NA,Michael Balcon,NA,Michael Balcon,NA,NA
4751,2263.0,en,war crimes,jurors,proof,Jeannine Oppewall,Erica Rogalla,Philippe Sarde,NA,Irwin Winkler,Pam Dixon,Mary Goldberg
4752,6523.0,en,gold,gold rush,alaska,NA,NA,Lionel Newman,NA,Henry Hathaway,Charles K. Feldman,John Lee Mahin
4753,18780.0,en,gold,gold rush,alaska,NA,NA,Lionel Newman,NA,Henry Hathaway,Charles K. Feldman,John Lee Mahin
4754,19728.0,en,gold,gold rush,alaska,NA,NA,Lionel Newman,NA,Henry Hathaway,Charles K. Feldman,John Lee Mahin
4755,26205.0,en,world war ii,biography,historical figure,Maurice Ransford,Lyle R. Wheeler,Daniele Amfitheatrof,Eugene Grossman,Nunnally Johnson,NA,NA
4756,3009.0,en,paranoia,dystopia,survivalism,Jean Mandaroux,NA,Jean Ledrut,NA,Alexander Salkind,NA,NA
4757,6643.0,en,indian,texas,farm,Stephen B. Grimes,NA,Dimitri Tiomkin,NA,James Hill,Harold Hecht,Burt Lancaster
4758,14817.0,en,competition,fast food restaurant,job,NA,NA,NA,NA,NA,NA,NA
4759,41791.0,en,woman director,indie,NA,NA,NA,NA,NA,NA,NA,NA
4760,49842.0,fr,business man,investigation,music,Max Douy,Max Douy,Francis Lopez,William Robert Sivel,Louis Wipf,Roger De Venloo,Louis Wipf
4761,29627.0,en,kgb,thriller,reporter,NA,NA,NA,NA,Robin Douet,Lynda Myles,David Puttnam
4762,36372.0,en,london,eroticism,escort service,NA,NA,NA,NA,NA,NA,NA
4763,2071.0,en,riddle,amnesia,wife,NA,NA,Alan Silvestri,NA,John Davis,David Korda,Wolfgang Petersen
4764,43516.0,en,france,biography,vision,James Basevi,William S. Darling,Alfred Newman,NA,William Perlberg,NA,NA
4765,33638.0,en,judge,outlaw,lawyer,NA,NA,NA,NA,John Foreman,NA,NA
4766,32489.0,en,hotel,love,pursuit,NA,NA,NA,NA,NA,NA,NA
4767,10152.0,en,skateboarding,adoption,friendship,NA,NA,Eban Schletter,NA,Oren Koules,Brad Krevoy,Troy Miller
4768,31246.0,en,skateboarding,adoption,friendship,NA,NA,Eban Schletter,NA,Oren Koules,Brad Krevoy,Troy Miller
4769,11375.0,en,skateboarding,adoption,friendship,NA,NA,Eban Schletter,NA,Oren Koules,Brad Krevoy,Troy Miller
4770,20694.0,en,kids and family,wild thornberrys,NA,Marco Cinello,Sharon Ross,NA,NA,NA,NA,NA
4771,16311.0,en,robbery,delinquent,brother,Paddy Reardon,Jeffrey Thorp,David Thrussell,NA,Al Clark,Hilary Davis,Gareth Jones
4772,18300.0,en,romantic comedy,woman director,NA,NA,NA,NA,NA,NA,NA,NA
4773,17813.0,en,gambling,sex,casino,NA,NA,NA,NA,NA,NA,NA
4774,42995.0,en,suspense,kidnapping,bank robbery,NA,NA,Henry Mancini,NA,Blake Edwards,NA,NA
4775,4708.0,en,paris,france,resistance,NA,NA,Maurice Jarre,NA,Paul Graetz,NA,NA
4776,42511.0,en,NA,NA,NA,Charles M. Kirk,NA,William Frederick Peters,NA,D.W. Griffith,NA,NA
4777,35669.0,en,vampire,dracula,satanist,Lionel Couch,NA,John Cacavas,NA,Roy Skeggs,James Liggat,NA
4778,170.0,en,london,manchester city,submachine gun,Mark Digby,Rod Gorwood,John Murphy,Felicity Cottrell,Andrew Macdonald,Gail Stevens,NA
4779,9471.0,en,robbery,secret identity,secret agent,NA,NA,Ed Shearmur,NA,Drew Barrymore,Patrick Crowley,Leonard Goldberg
4780,9581.0,cn,competition,agentin,hitman,NA,NA,Alex Khaskin,Guy Zerafa,Andy Lau,Johnnie To,Wai Ka-Fai
4781,15486.0,en,suspense,cigarette smoking,first date,NA,NA,Alan John,Sam Petty,John Maynard,NA,NA
4782,216.0,en,germany,foreigner,parents kids relationship,Rainer Werner Fassbinder,NA,Rainer Werner Fassbinder,Fritz M?ller-Scherz,Rainer Werner Fassbinder,NA,NA
4783,38171.0,en,germany,foreigner,parents kids relationship,Rainer Werner Fassbinder,NA,Rainer Werner Fassbinder,Fritz M?ller-Scherz,Rainer Werner Fassbinder,NA,NA
4784,61225.0,en,germany,foreigner,parents kids relationship,Rainer Werner Fassbinder,NA,Rainer Werner Fassbinder,Fritz M?ller-Scherz,Rainer Werner Fassbinder,NA,NA
4785,18886.0,en,bomber,vietnam war,us navy,NA,NA,NA,NA,NA,NA,NA
4786,24109.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4787,19957.0,en,holy grail,swordplay,sword,NA,NA,NA,NA,NA,NA,NA
4788,42176.0,en,sports film,NA,NA,NA,NA,NA,NA,NA,NA,NA
4789,18722.0,en,japan,baseball,NA,NA,NA,Jerry Goldsmith,NA,NA,NA,NA
4790,43039.0,el,prostitute,greece,NA,NA,NA,Manos Hatzidakis,NA,NA,NA,NA
4791,33454.0,en,french revolution,sword duel,NA,Cedric Gibbons,Hans Peters,Victor Young,NA,Carey Wilson,NA,NA
4792,19753.0,en,french revolution,twins,NA,NA,NA,NA,NA,NA,NA,NA
4793,11482.0,en,paris,suicide,identity,Pierre Guffroy,Claude Moesching,Philippe Sarde,Louis Gimel,Hercules Bellville,Andrew Braunsberg,Catherine Vernoux
4794,70912.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4795,42492.0,en,NA,NA,NA,Harry Horner,Robert De Vestel,Billy Goldenberg,NA,Robert Chartoff,Irwin Winkler,Cis Corman
4796,6949.0,en,san francisco,chaos,NA,Polly Platt,NA,Artie Butler,NA,Peter Bogdanovich,Nessa Hyams,NA
4797,1927.0,en,san francisco,mutation,berkeley,Rick Heinrichs,Cheryl Carasik,Danny Elfman,Mark Goodermote,Gale Anne Hurd,James Schamus,Avi Arad
4798,10327.0,en,san francisco,mutation,berkeley,Rick Heinrichs,Cheryl Carasik,Danny Elfman,Mark Goodermote,Gale Anne Hurd,James Schamus,Avi Arad
4799,14411.0,en,san francisco,mutation,berkeley,Rick Heinrichs,Cheryl Carasik,Danny Elfman,Mark Goodermote,Gale Anne Hurd,James Schamus,Avi Arad
4800,296.0,en,saving the world,artificial intelligence,man versus machine,Jeff Mann,Shepherd Frankel,Marco Beltrami,Bill Abbott,Hal Lieberman,Joel B. Michaels,Mario Kassar
4801,302.0,en,london,female nudity,women,Wouter Zoon,Brice Blasquez,Philippe Rombi,NA,Timothy Burrill,Christine De Jekel,Olivier Delbosc
4802,22.0,en,exotic island,east india trading company,gold,Brian Morris,NA,Klaus Badelt,NA,Jerry Bruckheimer,Jennifer Alessi,Ronna Kress
4803,8698.0,en,saving the world,men,captain nemo,Carol Spier,Marco Bittner Rosser,Trevor Jones,Michael Herbick,Donna Isaacson,Lucinda Syson,Bruce Devan
4804,17920.0,en,NA,NA,NA,NA,NA,NA,NA,David Parfitt,Anant Singh,David M. Thompson
4805,32235.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4806,8961.0,en,miami,ecstasy,gangster,Dominic Watkins,J. Mark Harrington,Trevor Rabin,Kimberly Harris,Jerry Bruckheimer,Chad Oman,Mike Stenson
4807,17403.0,en,woman director,NA,NA,Carolyn 'Cal' Loucks,Andrew M. Stearn,David Kitay,NA,Avy Kaufman,William Teitler,Erica Huggins
4808,9486.0,en,spy,hero,queen,NA,NA,Ed Shearmur,NA,Tim Bevan,Eric Fellner,Mark Huffam
4809,3472.0,en,london,prostitute,hotel,Hugo Luczyc-Wyhowski,Rebecca Holmes,Nathan Larson,Mike Prestwood Smith,Robert Jones,Leo Davis,Tracey Seaward
4810,25921.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4811,11894.0,en,homeless person,paternity,daughter,NA,NA,Georges Delerue,NA,John Hughes,NA,NA
4812,20726.0,en,football coach,sports film,NA,NA,NA,NA,NA,NA,NA,NA
4813,24558.0,en,football coach,sports film,NA,NA,NA,NA,NA,NA,NA,NA
4814,12649.0,en,football coach,sports film,NA,NA,NA,NA,NA,NA,NA,NA
4815,44916.0,en,mountains,family,NA,NA,NA,Max Steiner,NA,NA,NA,NA
4816,1996.0,en,riddle,treasure,medaillon,Kirk M. Petruccelli,Sonja Klaus,Alan Silvestri,NA,Daniel Hubbard,John Hubbard,Lawrence Gordon
4817,4464.0,en,horse race,american dream,racehorse,Jeannine Oppewall,Andrew Neskoromny,Randy Newman,Chris Jargo,Gary Ross,Frank Marshall,Jane Sindell
4818,12279.0,en,videogame,intelligence,liberation,NA,NA,Rebecca Rodriguez,Robert Rodriguez,Elizabeth Avellan,Bob Weinstein,Harvey Weinstein
4819,9104.0,en,germany,corruption,sex,NA,NA,David Holmes,NA,Rainer Grupe,Reinhard Klooss,Ariane Moody
4820,33339.0,en,gay,summer camp,independent film,NA,NA,Stephen Trask,NA,Danny DeVito,Pamela Koffler,Katie Roumel
4821,47232.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4822,4613.0,en,bank robber,employee,indie,NA,NA,John Frizzell,NA,Al Corley,Eugene Musso,Bart Rosenblatt
4823,12530.0,en,italy,loss of mother,loss of father,NA,NA,Carlo Rustichelli,NA,Billy Wilder,Jack Lemmon,NA
4824,45096.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4825,21882.0,en,sawed off shotgun,ex-con,NA,Kirk Axtell,NA,Charles Bernstein,NA,Arthur Gardner,Jules V. Levy,Ross Brown
4826,430.0,en,berlin,prison,clerk,Robert Stratil,Heinrich Weidemann,Andr? Previn,Basil Fenton-Smith,Billy Wilder,Doane Harrison,I. A. L. Diamond
4827,5185.0,en,sherlock holmes,NA,NA,NA,NA,Mikl?s R?zsa,NA,Billy Wilder,I. A. L. Diamond,NA
4828,10553.0,en,sherlock holmes,NA,NA,NA,NA,Mikl?s R?zsa,NA,Billy Wilder,I. A. L. Diamond,NA
4829,21512.0,en,sherlock holmes,NA,NA,NA,NA,Mikl?s R?zsa,NA,Billy Wilder,I. A. L. Diamond,NA
4830,21449.0,en,spoof,NA,NA,NA,NA,NA,NA,NA,NA,NA
4831,8273.0,en,handcuffs,sister sister relationship,spanner,Clayton Hartley,Gregory A. Weimerskirch,Christophe Beck,Byron Wilson,Chris Bender,Louis G. Friedman,Adam Herz
4832,8046.0,en,new york,mentally disabled,kidnapper,Gary Frutkoff,Maggie Martin,John Powell,John Finklea,Casey Silver,Martin Brest,Ellen Lewis
4833,50350.0,tr,NA,NA,NA,Johann George,NA,Harald Maury,NA,NA,NA,NA
4834,8094.0,en,girls' boarding school,sexual harassment,punishment,NA,NA,Craig Armstrong,NA,Frances Higson,Ed Guiney,NA
4835,26195.0,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4836,10330.0,en,single parent,brother sister relationship,mistake in person,Cary White,Barbara Haberecht,Rolfe Kent,Lisa Brown,Andrew Gunn,Marci Liroff,NA
4837,9257.0,en,liberation,transport of prisoners,special unit,Mayne Berke,Gershon Ginsburg,Elliot Goldenthal,NA,Todd Black,Louis D'Esposito,Dan Halsted
4838,9499.0,en,france,sex,infidelity,NA,NA,Richard Robbins,NA,Ismail Merchant,Michael Schiffer,Annette Trumel
4839,17180.0,ja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4840,15292.0,en,surfer,surfing,sports film,NA,NA,NA,NA,NA,NA,NA
4841,12491.0,en,prostitute,robbery,pimp,NA,NA,Carlo Rustichelli,Johann Sebastian Bach,Alfredo Bini,Cino Del Duca,NA
4842,27814.0,en,brain,NA,NA,NA,NA,NA,NA,Edgar Ievins,NA,NA
4843,41206.0,en,brain,NA,NA,NA,NA,NA,NA,Edgar Ievins,NA,NA
4844,48364.0,en,brain,NA,NA,NA,NA,NA,NA,Edgar Ievins,NA,NA
4845,24192.0,it,biography,faith,NA,Luigi Scaccianoce,Andrea Fantacci,Luis Bacalov,NA,Alfredo Bini,NA,NA
4846,833.0,it,servant,despair,retiree,Virgilio Marchi,Ferdinando Ruffo,Alessandro Cicognini,Ennio Sensi,Giuseppe Amato,Angelo Rizzoli,NA
4847,42470.0,en,NA,NA,NA,Richard Sylbert,Angelo P. Graham,Georges Delerue,NA,Dick Birkmayer,Joseph E. Levine,Robert E. Relyea
4848,3101.0,en,wife husband relationship,infidelity,gigolo,Lilly Kilvert,Jon Hutman,James Horner,NA,Michael Grillo,Charles Okun,Jeffrey Lurie
4849,6466.0,en,freddy krueger,murder,teenagers,David R. Murray,John Willett,Graeme Revell,Kimaree Long,Matthew Barry,Nancy Green-Keyes,Lisa Marks
4850,20210.0,en,skateboarding,sports film,NA,Perry Andelin Blake,Claire Kaufman,Ralph Sall,NA,Bill Gerber,Casey La Scala,Hunt Lowry
4851,2055.0,en,horse,beef,ranger,NA,NA,Michael Kamen,Ramiro Belgardt,Kevin Costner,Jake Eberts,David Valdes
4852,11770.0,cn,martial arts,stadium,champion,NA,NA,Jackie Chan,Wong Ying-Wah,Kwok-fai Yeung,NA,NA
4853,14926.0,en,new york,nanny,NA,NA,NA,NA,NA,NA,NA,NA
4854,2771.0,en,harvey pekar,v.a. hospital,junk sale,NA,NA,NA,NA,NA,NA,NA
4855,44408.0,en,woman director,NA,NA,Andr? Fonsny,NA,?ric Neveux,NA,Antoinette Boulat,NA,NA
4856,54390.0,en,indie,NA,NA,NA,NA,NA,NA,NA,NA,NA
4857,10923.0,en,spy,cia,killer robot,NA,NA,John Powell,NA,Jason Alexander,Jennifer Birchfield-Eick,Kerry David
4858,79888.0,en,spy,cia,killer robot,NA,NA,John Powell,NA,Jason Alexander,Jennifer Birchfield-Eick,Kerry David
4859,21989.0,en,spy,cia,killer robot,NA,NA,John Powell,NA,Jason Alexander,Jennifer Birchfield-Eick,Kerry David
4860,18573.0,en,wax museum,3d,NA,Stanley Fleischer,Lyle B. Reifsnider,David Buttolph,NA,Bryan Foy,NA,NA
4861,37451.0,en,china,NA,NA,NA,NA,NA,NA,NA,NA,NA
4862,80047.0,en,lord byron,NA,NA,NA,NA,NA,NA,NA,NA,NA
4863,41944.0,en,sex,college,NA,NA,NA,NA,NA,NA,NA,NA
4864,8992.0,en,california,college,road trip,Lilly Kilvert,Lisa Fischer,Tom Scott,NA,Roger Birnbaum,Henry Winkler,Janet Hirshenson
4865,35371.0,en,skateboarding,gang,NA,NA,NA,NA,NA,NA,NA,NA
4866,19053.0,en,alcohol,sex,nudity,Marya Delia Javier,Barbara Benz,Marc Levinthal,Scott Wilk,Thomas Coleman,Wayne Crawford,Andrew Lane
4867,11206.0,en,photographer,heroin,police,George Jenkins,George James Hopkins,Henry Mancini,Leo Shuken,Mel Ferrer,Russell Llewellyn,Fred Coe
4868,13154.0,en,yakuza,los angeles,samurai sword,NA,NA,NA,NA,NA,NA,NA
